,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
445,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,71.0,0.05056980056980057,50.56980056980057
446,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1715.0,2.0,2.0,95.0,0.05539358600583091,55.393586005830905
448,Super built-up  Area,Ready To Move,Harlur,3 BHK,1752.12,3.0,2.0,135.0,0.07704951715635916,77.04951715635916
450,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55.47,0.042833976833976835,42.833976833976834
451,Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,1800.0,3.0,2.0,252.0,0.14,140.0
454,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1150.0,2.0,2.0,55.0,0.04782608695652174,47.82608695652174
455,Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,3309.0,4.0,3.0,325.0,0.09821698398307646,98.21698398307646
457,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,1620.0,3.0,2.0,98.0,0.06049382716049383,60.49382716049383
459,Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,5000.0,9.0,3.0,360.0,0.072,72.0
460,Super built-up  Area,Ready To Move,Harlur,3 BHK,2450.0,3.0,0.0,120.0,0.04897959183673469,48.97959183673469
462,Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,850.0,2.0,1.0,30.0,0.03529411764705882,35.294117647058826
465,Super built-up  Area,Ready To Move,Defence Colony,2 BHK,1150.0,2.0,2.0,126.0,0.10956521739130434,109.56521739130434
471,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900.0,2.0,1.0,40.0,0.044444444444444446,44.44444444444444
474,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,165.0,0.125,125.0
476,Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,1200.0,2.0,1.0,62.0,0.051666666666666666,51.666666666666664
479,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,0.0,50.17,0.05400430570505921,54.00430570505921
480,Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,260.0,0.22608695652173913,226.08695652173913
483,Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,2.0,190.0,0.15833333333333333,158.33333333333331
488,Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,60.0,0.05309734513274336,53.097345132743364
489,Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,1753.0,3.0,2.0,120.0,0.06845407872219053,68.45407872219053
490,Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,4500.0,7.0,3.0,337.0,0.0748888888888889,74.8888888888889
493,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,52.5,0.04565217391304348,45.65217391304348
495,Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,1000.0,2.0,1.0,53.0,0.053,53.0
496,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1035.0,2.0,1.0,45.0,0.043478260869565216,43.47826086956522
498,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,36.0,0.03348837209302326,33.48837209302326
499,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1040.0,2.0,1.0,48.5,0.046634615384615385,46.63461538461539
501,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,95.0,0.0628722700198544,62.872270019854405
507,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1000.0,2.0,1.0,35.0,0.035,35.0
512,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,67.0,0.05377207062600321,53.77207062600321
521,Super built-up  Area,Ready To Move,VHBCS Layout,2 BHK,1353.0,2.0,2.0,110.0,0.08130081300813008,81.30081300813008
523,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2.0,1.0,70.0,0.06086956521739131,60.869565217391305
525,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1155.0,2.0,2.0,42.74,0.037004329004329005,37.004329004329
529,Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,1867.0,3.0,1.0,160.0,0.0856989823245849,85.69898232458489
532,Super built-up  Area,Ready To Move,Arekere,2 BHK,1222.0,2.0,2.0,45.0,0.036824877250409165,36.824877250409166
533,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1170.0,2.0,1.0,66.0,0.05641025641025641,56.41025641025641
534,Super built-up  Area,Ready To Move,Hebbal,3 BHK,2400.0,4.0,1.0,245.0,0.10208333333333333,102.08333333333333
536,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1372.0,2.0,1.0,68.0,0.04956268221574344,49.56268221574344
537,Super built-up  Area,Ready To Move,Magadi Road,3 BHK,1282.0,2.0,2.0,49.0,0.038221528861154444,38.22152886115445
538,Super built-up  Area,Ready To Move,Mico Layout,9 BHK,5000.0,9.0,3.0,210.0,0.042,42.0
540,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135.0,2.0,1.0,39.73,0.03500440528634361,35.00440528634361
542,Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,1325.0,2.0,1.0,90.0,0.06792452830188679,67.9245283018868
550,Super built-up  Area,Ready To Move,Hebbal,3 BHK,3450.0,5.0,2.0,260.0,0.07536231884057971,75.36231884057972
552,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1350.0,2.0,2.0,54.0,0.04,40.0
558,Built-up  Area,Ready To Move,Attibele,2 BHK,656.0,2.0,1.0,25.0,0.038109756097560975,38.109756097560975
560,Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,80.0,0.07575757575757576,75.75757575757576
565,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,84.0,0.056375838926174496,56.375838926174495
567,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550.0,3.0,3.0,100.0,0.06451612903225806,64.51612903225806
570,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4144.0,4.0,3.0,315.0,0.07601351351351351,76.01351351351352
571,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,125.0,0.05952380952380952,59.52380952380952
572,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,69.3,0.04935897435897436,49.35897435897436
573,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,2230.0,4.0,3.0,225.0,0.10089686098654709,100.89686098654708
576,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1230.0,2.0,2.0,80.0,0.06504065040650407,65.04065040650407
583,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2500.0,3.0,2.0,313.0,0.1252,125.2
584,Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1578.0,3.0,1.0,180.0,0.11406844106463879,114.06844106463879
586,Super built-up  Area,Ready To Move,Jigani,2 BHK,1020.0,2.0,1.0,40.0,0.0392156862745098,39.21568627450981
587,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1253.0,2.0,1.0,102.0,0.08140462889066241,81.40462889066241
588,Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1180.0,2.0,2.0,42.0,0.03559322033898305,35.59322033898305
589,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,961.0,2.0,2.0,38.0,0.03954214360041623,39.54214360041623
591,Super built-up  Area,Ready To Move,Harlur,3 BHK,1709.0,3.0,2.0,150.0,0.08777062609713282,87.77062609713282
596,Super built-up  Area,Ready To Move,Sneha Colony,2 BHK,1260.0,2.0,2.0,45.0,0.03571428571428571,35.714285714285715
597,Built-up  Area,Ready To Move,RMV Extension,3 BHK,1630.0,3.0,2.0,85.0,0.05214723926380368,52.14723926380368
599,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1450.0,2.0,3.0,85.0,0.05862068965517241,58.62068965517241
602,Built-up  Area,Ready To Move,Ashwini layout,1 BHK,834.0,1.0,1.0,60.0,0.07194244604316546,71.94244604316546
606,Built-up  Area,Ready To Move,Gottigere,2 BHK,891.0,2.0,1.0,25.0,0.028058361391694726,28.058361391694724
607,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,49.07,0.04330979699911739,43.30979699911739
608,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,37.0,0.03441860465116279,34.41860465116279
616,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,42.0,0.03853211009174312,38.53211009174312
621,Built-up  Area,Ready To Move,HRBR Layout,2 BHK,1374.0,2.0,2.0,95.0,0.06914119359534207,69.14119359534207
624,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1500.0,3.0,3.0,95.0,0.06333333333333334,63.333333333333336
625,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720.0,3.0,3.0,100.0,0.05813953488372093,58.13953488372093
628,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1200.0,2.0,1.0,85.0,0.07083333333333333,70.83333333333333
631,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2250.0,3.0,2.0,160.0,0.07111111111111111,71.11111111111111
632,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1000.0,2.0,2.0,50.0,0.05,50.0
633,Super built-up  Area,Ready To Move,Jalahalli West,1 BHK,469.0,1.0,0.0,25.0,0.053304904051172705,53.304904051172706
634,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,3800.0,4.0,3.0,250.0,0.06578947368421052,65.78947368421052
635,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,29.0,0.03284258210645526,32.84258210645526
636,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1820.0,2.0,3.0,86.0,0.04725274725274725,47.25274725274725
639,Built-up  Area,Ready To Move,Malleshwaram,4 BHK,2500.0,5.0,2.0,325.0,0.13,130.0
643,Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,750.0,1.0,2.0,40.0,0.05333333333333334,53.333333333333336
649,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2378.0,3.0,1.0,262.0,0.11017661900756939,110.1766190075694
650,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1128.0,2.0,1.0,60.0,0.05319148936170213,53.191489361702125
651,Super built-up  Area,Ready To Move,Hebbal,3 BHK,1500.0,3.0,1.0,150.0,0.1,100.0
655,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,1200.0,3.0,2.0,46.0,0.03833333333333333,38.33333333333333
657,Super built-up  Area,Ready To Move,Nagondanahalli,3 BHK,1641.0,3.0,2.0,66.0,0.04021937842778794,40.21937842778794
659,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,1.0,67.39,0.05348412698412698,53.48412698412698
662,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1210.0,2.0,1.0,45.98,0.038,38.0
664,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,45.0,0.04186046511627907,41.860465116279066
665,Built-up  Area,Ready To Move,Thanisandra,3 BHK,1702.0,3.0,2.0,130.0,0.07638072855464159,76.38072855464159
666,Super built-up  Area,Ready To Move,Shanthala Nagar,2 BHK,1630.0,2.0,2.0,200.0,0.12269938650306748,122.69938650306749
667,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,38.55,0.03378615249780894,33.78615249780894
674,Built-up  Area,Ready To Move,Yelahanka,3 BHK,35000.0,3.0,3.0,130.0,0.0037142857142857142,3.7142857142857144
683,Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,1875.0,3.0,2.0,165.0,0.088,88.0
685,Plot  Area,Ready To Move,Brookefield,3 Bedroom,1200.0,3.0,2.0,140.0,0.11666666666666667,116.66666666666667
686,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140.0,2.0,1.0,56.0,0.04912280701754386,49.12280701754386
687,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1683.0,3.0,1.0,109.0,0.0647653000594177,64.76530005941771
693,Built-up  Area,Ready To Move,Avalahalli,3 BHK,2300.0,3.0,3.0,120.0,0.05217391304347826,52.17391304347826
694,Super built-up  Area,Ready To Move,Prakruthi Nagar,2 BHK,1240.0,2.0,2.0,60.0,0.04838709677419355,48.387096774193544
695,Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,1750.0,3.0,1.0,120.0,0.06857142857142857,68.57142857142857
698,Super built-up  Area,Ready To Move,Abbigere,2 BHK,985.0,2.0,1.0,40.39,0.04100507614213198,41.00507614213198
699,Plot  Area,Ready To Move,Tindlu,3 Bedroom,1500.0,2.0,1.0,87.0,0.058,58.0
701,Built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,950.0,2.0,1.0,44.0,0.04631578947368421,46.31578947368421
709,Super built-up  Area,Ready To Move,Green Garden Layout,2 BHK,1045.0,2.0,0.0,45.0,0.0430622009569378,43.0622009569378
712,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1580.0,3.0,2.0,160.0,0.10126582278481013,101.26582278481013
713,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1500.0,2.0,3.0,54.0,0.036,36.0
715,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,1570.0,3.0,2.0,62.0,0.03949044585987261,39.49044585987261
716,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1470.0,2.0,2.0,82.0,0.055782312925170066,55.78231292517007
718,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,71.0,0.06761904761904762,67.61904761904762
720,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1460.0,2.0,1.0,90.0,0.06164383561643835,61.64383561643835
722,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1094.0,2.0,2.0,42.0,0.038391224862888484,38.391224862888485
723,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,57.0,0.049436253252385085,49.436253252385086
724,Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1325.0,3.0,1.0,57.0,0.0430188679245283,43.0188679245283
726,Built-up  Area,Ready To Move,Jakkur,3 BHK,1590.0,2.0,2.0,125.0,0.07861635220125786,78.61635220125785
729,Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,48.0,0.03993344425956739,39.93344425956739
731,Super built-up  Area,Ready To Move,KSRTC Layout,2 BHK,1200.0,2.0,3.0,62.5,0.052083333333333336,52.083333333333336
733,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1020.0,2.0,1.0,52.0,0.050980392156862744,50.98039215686274
734,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1185.0,2.0,2.0,47.0,0.039662447257383965,39.66244725738397
736,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3205.0,5.0,1.0,500.0,0.15600624024961,156.00624024961
738,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1415.0,2.0,3.0,66.0,0.046643109540636045,46.64310954063605
740,Super built-up  Area,Ready To Move,Whitefield,2 BHK,805.0,2.0,2.0,35.0,0.043478260869565216,43.47826086956522
742,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1155.0,2.0,3.0,59.95,0.051904761904761905,51.904761904761905
745,Built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,1100.0,2.0,0.0,48.0,0.04363636363636364,43.63636363636364
748,Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,1468.0,2.0,1.0,140.0,0.09536784741144415,95.36784741144415
749,Plot  Area,Ready To Move,Palanahalli,4 Bedroom,4300.0,5.0,2.0,550.0,0.12790697674418605,127.90697674418605
751,Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,1341.0,2.0,1.0,97.0,0.07233407904548844,72.33407904548844
754,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,43.51,0.03671729957805907,36.71729957805907
755,Super built-up  Area,Ready To Move,Vadarpalya,3 BHK,1750.0,3.0,2.0,85.0,0.04857142857142857,48.57142857142857
756,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1152.0,2.0,1.0,53.5,0.046440972222222224,46.44097222222222
758,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1300.0,2.0,3.0,36.0,0.027692307692307693,27.692307692307693
761,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1101.0,2.0,0.0,45.0,0.04087193460490463,40.87193460490463
763,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,667.0,1.0,1.0,36.85,0.05524737631184408,55.24737631184408
764,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,55.0,0.0514018691588785,51.401869158878505
765,Built-up  Area,Ready To Move,Old Airport Road,3 BHK,1875.0,2.0,2.0,110.0,0.058666666666666666,58.666666666666664
766,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,735.0,2.0,1.0,57.99,0.07889795918367347,78.89795918367346
769,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1215.0,2.0,1.0,67.0,0.0551440329218107,55.1440329218107
771,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,820.0,2.0,1.0,30.0,0.036585365853658534,36.58536585365854
773,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1779.0,3.0,2.0,89.61,0.050370994940978076,50.37099494097808
774,Built-up  Area,Ready To Move,HMT Layout,2 BHK,1105.0,2.0,2.0,58.0,0.05248868778280543,52.48868778280543
776,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1650.0,3.0,2.0,60.0,0.03636363636363636,36.36363636363636
777,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1694.0,2.0,2.0,150.0,0.0885478158205431,88.5478158205431
778,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2376.0,3.0,1.0,203.0,0.08543771043771044,85.43771043771044
780,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,674.0,2.0,1.0,33.0,0.04896142433234421,48.96142433234421
781,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1185.0,2.0,1.0,41.0,0.03459915611814346,34.59915611814346
782,Super built-up  Area,Ready To Move, Thanisandra,1 RK,445.0,1.0,0.0,28.0,0.06292134831460675,62.921348314606746
785,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1618.0,3.0,3.0,82.5,0.05098887515451174,50.98887515451174
786,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1120.0,2.0,0.0,65.0,0.05803571428571429,58.035714285714285
787,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2181.0,3.0,2.0,152.0,0.06969280146721687,69.69280146721688
792,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1296.0,2.0,2.0,83.0,0.06404320987654322,64.04320987654322
793,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1275.0,2.0,2.0,52.0,0.0407843137254902,40.7843137254902
796,Super built-up  Area,Ready To Move,Gottigere,2 BHK,1222.0,2.0,1.0,63.0,0.05155482815057283,51.55482815057283
797,Super built-up  Area,Ready To Move,Electronic City,2 BHK,940.0,2.0,1.0,41.0,0.043617021276595745,43.61702127659574
798,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,42.6,0.035949367088607596,35.949367088607595
799,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1779.0,3.0,2.0,112.0,0.0629567172568859,62.956717256885895
800,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1615.0,3.0,2.0,59.76,0.0370030959752322,37.0030959752322
802,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1056.0,2.0,1.0,61.0,0.05776515151515151,57.765151515151516
804,Built-up  Area,Ready To Move,Arekere,2 BHK,920.0,2.0,1.0,40.0,0.043478260869565216,43.47826086956522
805,Super built-up  Area,Ready To Move,ITI Layout,3 BHK,1602.0,2.0,0.0,75.0,0.04681647940074907,46.81647940074907
809,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1717.0,3.0,3.0,99.0,0.05765870704717531,57.65870704717531
812,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,67.3,0.05401284109149278,54.012841091492774
816,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,650.0,1.0,2.0,33.0,0.05076923076923077,50.76923076923077
817,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1349.0,2.0,1.0,98.0,0.072646404744255,72.64640474425501
818,Super built-up  Area,Ready To Move,Narayanapura,3 BHK,1566.0,3.0,1.0,83.3,0.053192848020434225,53.192848020434226
819,Super built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,2830.0,3.0,3.0,195.0,0.06890459363957598,68.90459363957598
822,Super built-up  Area,Ready To Move,Varthur,2 BHK,1091.0,2.0,1.0,34.9,0.03198900091659028,31.989000916590278
823,Super built-up  Area,Ready To Move,Rachenahalli,4 BHK,3670.0,4.0,3.0,300.0,0.08174386920980926,81.74386920980926
827,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705.0,3.0,2.0,95.0,0.05571847507331378,55.71847507331378
828,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,1375.0,3.0,2.0,75.0,0.05454545454545454,54.54545454545454
831,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1114.0,2.0,1.0,39.0,0.03500897666068223,35.00897666068223
832,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,100.0,0.06896551724137931,68.9655172413793
835,Built-up  Area,Ready To Move,Hebbal,2 BHK,1000.0,2.0,2.0,45.0,0.045,45.0
841,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2.0,3.0,75.0,0.05601194921583271,56.01194921583271
843,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,39.52,0.038000000000000006,38.00000000000001
846,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,113.0,0.06682436428149024,66.82436428149025
847,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,3.0,2.0,36.0,0.03348837209302326,33.48837209302326
851,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665.0,3.0,2.0,86.58,0.052,52.0
853,Built-up  Area,Ready To Move,Brookefield,2 BHK,1142.0,2.0,2.0,70.0,0.06129597197898424,61.29597197898424
854,Super built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,1976.0,3.0,1.0,184.0,0.0931174089068826,93.1174089068826
862,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175.0,2.0,2.0,51.47,0.04380425531914894,43.804255319148936
863,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,1200.0,2.0,2.0,52.0,0.043333333333333335,43.333333333333336
864,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,995.0,2.0,1.0,41.0,0.04120603015075377,41.20603015075377
865,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,884.0,2.0,1.0,41.1,0.04649321266968326,46.49321266968326
867,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1170.0,2.0,2.0,57.0,0.04871794871794872,48.717948717948715
868,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1225.0,2.0,1.0,46.55,0.038,38.0
871,Built-up  Area,Ready To Move,Kodigehaali,3 BHK,1320.0,3.0,0.0,65.0,0.04924242424242424,49.24242424242424
873,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,1.0,49.39,0.04332456140350877,43.324561403508774
874,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,1300.0,2.0,1.0,50.0,0.038461538461538464,38.46153846153847
876,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,142.0,0.06853281853281853,68.53281853281854
